Y	9752498	9753189	+
Y	9753347	9756176	+
Y	9753414	9760994	-
Y	9756256	9756375	+
Y	9756574	9757796	+
Y	9761133	9763488	-
Y	9763598	9770460	-
Y	9770621	9774044	-
Y	9801308	9804773	+
Y	9804886	9809310	+
Y	9809386	9810070	+
Y	9810110	9813199	+
Y	9813401	9815901	+
Y	9816045	9817294	+
Y	9831720	9832134	-
Y	9832211	9832320	-
Y	9832432	9832828	-
Y	9832940	9833746	-
Y	9833847	9835846	-
Y	9835997	9846518	-
Y	9870140	9870748	+
Y	9905615	9906303	-
Y	9906389	9906497	-
Y	9906641	9906739	-
Y	9906851	9906978	-
Y	9907057	9907662	-
Y	9910855	9910967	+
Y	9911114	9911653	+
Y	9951662	9952122	+
Y	9952199	9957439	+
Y	9957553	9958418	+
Y	9958530	9958609	+
Y	9958699	9959111	+
Y	10022790	10023194	-
Y	10023284	10023369	-
Y	10023481	10024356	-
Y	10024472	10026509	-
Y	10026662	10030388	-
Y	10030567	10033554	-
Y	10033656	10034087	-
Y	10036553	10037898	+
Y	10037968	10038062	+
Y	10038209	10038318	+
Y	10066610	10067300	-
Y	10067383	10067488	-
Y	10067635	10067731	-
Y	10067844	10067971	-
Y	10068050	10068656	-
Y	10088132	10089165	+
Y	11154071	11154881	-
Y	11155041	11155653	-
Y	11155879	11156567	-
Y	11156689	11157053	-
Y	11157124	11158536	-
Y	11335796	11336186	+
Y	11340795	11344967	-
Y	11345105	11345991	-
Y	11346101	11349884	-
Y	11350035	11350876	-
Y	11350984	11368866	-
Y	11369043	11381627	-
Y	11381756	11382869	-
Y	11383013	11385516	-
Y	11395740	11395870	+
Y	11412634	11417396	+
Y	11417478	11418629	+
Y	11474058	11474179	-
Y	11957400	11968081	+
Y	11973040	11978911	+
Y	11979856	11985480	+
Y	12244878	12245212	+
Y	12252519	12253980	-
Y	12254108	12257881	-
Y	12339976	12341175	+
Y	12341296	12347135	+
Y	12345216	12347135	+
Y	12354139	12362224	+
Y	12354772	12406795	-
Y	12362375	12365939	+
Y	12366062	12367196	+
Y	12367319	12382335	+
Y	12382470	12383140	+
Y	12383304	12384308	+
Y	12383331	12398679	-
Y	12384431	12386969	+
Y	12398818	12406795	-
Y	12402591	12406795	-
Y	12406501	12406795	-
Y	12406938	12407192	-
Y	12406938	12420315	-
Y	12407310	12417889	-
Y	12407310	12420315	-
Y	12440163	12443264	-
Y	12443301	12456144	-
Y	12456196	12459701	-
Y	12459760	12468442	-
Y	12468506	12484730	-
Y	12484755	12488433	-
Y	12488470	12507308	-
Y	12537902	12541059	+
Y	12543215	12544783	+
Y	12619124	12619625	-
Y	12619734	12620029	-
Y	12620166	12632729	-
Y	12632875	12634284	-
Y	12662707	12664639	+
Y	12664687	12686512	+
Y	12686607	12687463	+
Y	12686607	12687684	+
Y	12686607	12690325	+
Y	12702056	12708633	+
Y	12702056	12709387	+
Y	12708694	12709387	+
Y	12709544	12720588	+
Y	12720738	12722107	+
Y	12722188	12725112	+
Y	12725226	12726574	+
Y	12726794	12735611	+
Y	12735728	12735997	+
Y	12736250	12736410	+
Y	12736550	12738156	+
Y	12738310	12739524	+
Y	12739630	12757191	+
Y	12757399	12758505	+
Y	12758643	12760483	+
Y	12760618	12771067	+
Y	12771156	12773582	+
Y	12773926	12775470	+
Y	12775567	12776648	+
Y	12776861	12778018	+
Y	12778260	12778605	+
Y	12778756	12779525	+
Y	12779647	12786202	+
Y	12786334	12786521	+
Y	12786801	12790406	+
Y	12790533	12791498	+
Y	12791625	12793031	+
Y	12793202	12810178	+
Y	12802717	12803061	-
Y	12810288	12810671	+
Y	12810819	12811634	+
Y	12811782	12812829	+
Y	12813053	12816123	+
Y	12816345	12818419	+
Y	12818611	12833687	+
Y	12833862	12837910	+
Y	12838053	12839863	+
Y	12840615	12841009	+
Y	12841134	12842224	+
Y	12841134	12842239	+
Y	12842466	12843063	+
Y	12843194	12846332	+
Y	12846519	12846932	+
Y	12847154	12847238	+
Y	12847154	12856339	+
Y	12847328	12856339	+
Y	12856497	12856632	+
Y	12856846	12857565	+
Y	12857662	12859278	+
Y	12904415	12904857	+
Y	12904415	12904934	+
Y	12904982	12907536	+
Y	12905816	12907536	+
Y	12907595	12909359	+
Y	12909408	12911838	+
Y	12911969	12912726	+
Y	12912883	12912962	+
Y	12913063	12913717	+
Y	12913854	12914563	+
Y	12914650	12914883	+
Y	12914983	12915066	+
Y	12915228	12915629	+
Y	12915775	12915882	+
Y	12916028	12916260	+
Y	12916443	12916516	+
Y	12916635	12916906	+
Y	12917061	12917402	+
Y	12917543	12918042	+
Y	12930328	12935201	-
Y	12935287	12945619	-
Y	12945664	12945888	-
Y	12945924	12946024	-
Y	12946073	12946287	-
Y	12946308	12947674	-
Y	12947779	12948099	-
Y	13084345	13094574	+
Y	13154025	13159955	-
Y	13159470	13160893	-
Y	13160117	13160835	-
Y	13249883	13251016	-
Y	13249883	13260277	-
Y	13251188	13260277	-
Y	13260405	13297706	-
Y	13297849	13298956	-
Y	13299145	13302876	-
Y	13302992	13305398	-
Y	13305548	13306037	-
Y	13305548	13306185	-
Y	13306113	13306185	-
Y	13306251	13323554	-
Y	13323369	13323554	-
Y	13323761	13324600	-
Y	13324707	13326220	-
Y	13326351	13335562	-
Y	13336336	13354785	-
Y	13336336	13355002	-
Y	13336336	13355374	-
Y	13354834	13355002	-
Y	13355399	13355922	-
Y	13356019	13357876	-
Y	13357970	13358463	-
Y	13357970	13359087	-
Y	13357970	13359766	-
Y	13358554	13359087	-
Y	13358620	13359087	-
Y	13358620	13359766	-
Y	13359223	13359766	-
Y	13359987	13360429	-
Y	13359987	13366266	-
Y	13360529	13366266	-
Y	13366394	13369255	-
Y	13369350	13393858	-
Y	13369350	13396917	-
Y	13369350	13410992	-
Y	13393894	13396917	-
Y	13396973	13410992	-
Y	13411114	13414734	-
Y	13414794	13449016	-
Y	13414794	13479253	-
Y	13449067	13470120	-
Y	13470230	13479253	-
Y	13479318	13479513	-
Y	13704436	13705224	+
Y	13752006	13753093	+
Y	13752006	13790918	+
Y	13753160	13754639	+
Y	13754790	13790918	+
Y	13790967	13854443	+
Y	13790967	13858501	+
Y	13790967	13858516	+
Y	13854578	13858516	+
Y	13858647	13859667	+
Y	13858725	13869066	+
Y	13859822	13869066	+
Y	13869129	13871632	+
Y	13869251	13871681	+
Y	13871799	13887257	+
Y	13887464	13902873	+
Y	13902969	13905680	+
Y	13905852	13906825	+
Y	13907047	13908171	+
Y	13908314	13915765	+
Y	13986147	13986338	-
Y	14056392	14056583	+
Y	14081170	14081305	+
Y	14081450	14086534	+
Y	14276612	14277349	-
Y	14522942	14622008	+
Y	14522942	14719458	+
Y	14523899	14622020	+
Y	14524285	14622008	+
Y	14524709	14622008	+
Y	14524937	14622008	+
Y	14622592	14719458	+
Y	14622592	14723116	+
Y	14719519	14723116	+
Y	14723270	14733451	+
Y	14723270	14748618	+
Y	14723270	14824187	+
Y	14748730	14751680	+
Y	14748730	14824187	+
Y	14751803	14824187	+
Y	14793988	14798621	-
Y	14798710	14801275	-
Y	14801345	14804004	-
Y	14824374	14829729	+
Y	14830520	14840412	+
Y	14941822	14942660	+
Y	15348867	15381592	-
Y	15381843	15456034	-
Y	15547359	15549610	+
Y	15549942	15551596	+
Y	15552016	15566771	+
Y	15566929	15593230	+
Y	17501116	17501710	+
Y	17501761	17513097	+
Y	17513227	17513473	+
Y	17513568	17514160	+
Y	17514332	17514440	+
Y	17514535	17514808	+
Y	17514711	17514755	+
Y	17515019	17515148	+
Y	17515228	17515552	+
Y	17515648	17516015	+
Y	17516133	17516588	+
Y	17517885	17518396	-
Y	17518488	17518567	-
Y	17518677	17518981	-
Y	17553955	17554041	-
Y	17554127	17555775	-
Y	17556011	17576702	-
Y	17576821	17579315	-
Y	17621383	17621459	-
Y	17621540	17622016	-
Y	17622116	17622804	-
Y	17622897	17623146	-
Y	17623220	17623863	-
Y	17623989	17624091	-
Y	17624246	17624322	-
Y	17624439	17624620	-
Y	17624762	17625646	-
Y	17628986	17629360	+
Y	17706179	17707998	-
Y	17729800	17741915	-
Y	17742032	17744539	-
Y	17769881	17777065	-
Y	17782336	17782909	+
Y	17783002	17784626	+
Y	17788411	17788790	-
Y	17788962	17789161	-
Y	17789191	17789342	-
Y	17798069	17798509	-
Y	17798652	17800603	-
Y	17809907	17811126	+
Y	17811328	17813521	+
Y	17813590	17813674	+
Y	17813706	17815227	+
Y	17815365	17815688	+
Y	17815836	17818924	+
Y	17819031	17820333	+
Y	17820454	17822290	+
Y	17822365	17823468	+
Y	17823561	17825180	+
Y	17877830	17877834	-
Y	17877863	17878297	-
Y	17883299	17883642	-
Y	17908976	17910597	+
Y	17912824	17914953	-
Y	17915039	17917022	-
Y	17917224	17919023	-
Y	17919245	17921408	-
Y	17951754	17952061	+
Y	17984570	17986736	+
Y	17986956	17988755	+
Y	17988946	17990942	+
Y	17991028	17993167	+
Y	17995410	17997031	-
Y	18022365	18022695	+
Y	18027710	18028144	+
Y	18028173	18028177	+
Y	18080831	18082449	-
Y	18082541	18085555	-
Y	18085676	18086978	-
Y	18087085	18090173	-
Y	18090321	18090644	-
Y	18090782	18092304	-
Y	18092336	18092420	-
Y	18092489	18094682	-
Y	18094884	18096104	-
Y	18105407	18107355	+
Y	18107503	18107946	+
Y	18116665	18116819	+
Y	18116849	18117060	+
Y	18117220	18117599	+
Y	18121384	18123008	-
Y	18123101	18123673	-
Y	18128945	18136128	+
Y	18161470	18163977	+
Y	18164094	18176212	+
Y	18276649	18277022	-
Y	18280350	18281245	+
Y	18281686	18281762	+
Y	18281909	18282037	+
Y	18282146	18282789	+
Y	18282862	18283111	+
Y	18283166	18283891	+
Y	18283991	18284470	+
Y	18284555	18284633	+
Y	18326691	18329190	+
Y	18329309	18349999	+
Y	18350235	18351883	+
Y	18351969	18352055	+
Y	18387031	18387335	+
Y	18387445	18387524	+
Y	18387635	18388127	+
Y	18389424	18389879	-
Y	18389997	18390364	-
Y	18390460	18390784	-
Y	18390905	18390993	-
Y	18391204	18391477	-
Y	18391259	18391301	-
Y	18391572	18391680	-
Y	18391852	18392444	-
Y	18392539	18392785	-
Y	18392915	18404243	-
Y	18404294	18404888	-
Y	18453264	18454892	-
Y	18454984	18456088	-
Y	18456159	18457944	-
Y	18458064	18460231	-
Y	18460338	18463447	-
Y	18463616	18463911	-
Y	18464049	18468265	-
Y	18468297	18468383	-
Y	18468452	18470669	-
Y	18470871	18472063	-
Y	18481221	18486193	+
Y	18486351	18486752	+
Y	18486929	18487304	+
Y	18491106	18493009	-
Y	18491818	18500619	+
Y	18493103	18493180	-
Y	18493306	18494074	-
Y	18501052	18529639	+
Y	18529838	18530487	+
Y	18530597	18547032	+
Y	18541110	18542845	+
Y	18543593	18544003	+
Y	18547301	18547778	+
Y	18547301	18550113	+
Y	18547301	18588535	+
Y	18550224	18550782	+
Y	18550870	18551916	+
Y	18552072	18582672	+
Y	18582349	18587411	-
Y	18582357	18582653	-
Y	18582721	18583909	-
Y	18582759	18588535	+
Y	18584061	18587411	-
Y	18587549	18588130	-
Y	18587549	18588605	-
Y	18588245	18588605	-
Y	18588707	18590379	-
Y	18588707	18599219	-
Y	18599332	18599706	-
Y	18600334	18602380	-
Y	18602493	18603026	-
Y	18603157	18604023	-
Y	18604160	18605747	-
Y	18605822	18607457	-
Y	18607586	18609337	-
Y	18609445	18622065	-
Y	18622238	18627019	-
Y	18627157	18628972	-
Y	18655606	18656045	-
Y	18674045	18674216	+
Y	18674316	18675369	+
Y	18675573	18678441	+
Y	18678510	18678597	+
Y	18678629	18691322	+
Y	18691428	18693243	+
Y	18693381	18698162	+
Y	18698335	18710957	+
Y	18711065	18712817	+
Y	18712917	18714580	+
Y	18714655	18716242	+
Y	18716379	18717245	+
Y	18717376	18717909	+
Y	18718022	18720068	+
Y	18720697	18721070	+
Y	18721183	18731696	+
Y	18730024	18731696	+
Y	18731798	18732158	+
Y	18731798	18732854	+
Y	18731868	18737644	-
Y	18731868	18773105	-
Y	18732273	18732854	+
Y	18732992	18736342	+
Y	18732992	18738054	+
Y	18736494	18737682	+
Y	18737731	18768330	-
Y	18737750	18738046	+
Y	18768486	18769532	-
Y	18769620	18770182	-
Y	18770293	18773105	-
Y	18772628	18773105	-
Y	18773374	18789810	-
Y	18776404	18776815	-
Y	18777562	18779298	-
Y	18789920	18790569	-
Y	18790768	18819354	-
Y	18819787	18828584	-
Y	18826328	18827096	+
Y	18827221	18827298	+
Y	18827393	18829298	+
Y	18833098	18833473	-
Y	18833649	18833889	-
Y	18833919	18834050	-
Y	18834208	18839181	-
Y	18848336	18849528	+
Y	18849730	18851948	+
Y	18852014	18852100	+
Y	18852131	18856348	+
Y	18856486	18856833	+
Y	18856950	18860059	+
Y	18860167	18862334	+
Y	18862453	18864233	+
Y	18864302	18865413	+
Y	18865514	18867139	+
Y	18872835	18877067	-
Y	18877206	19077044	-
Y	18932842	19044541	-
Y	18932842	19077044	-
Y	18985855	18986217	+
Y	19041587	19043162	-
Y	19043347	19044661	-
Y	19044696	19045241	-
Y	19045289	19048772	-
Y	19045292	19068723	-
Y	19048913	19068723	-
Y	19068799	19075940	-
Y	19068799	19077044	-
Y	19254453	19260526	-
Y	19456865	19457056	-
Y	19456865	19458923	-
Y	19457118	19458923	-
Y	19459080	19459288	-
Y	19459367	19459958	-
Y	19459367	19465105	-
Y	19459367	19466443	-
Y	19460105	19465105	-
Y	19465228	19466455	-
Y	19466708	19467063	-
Y	19467375	19473904	-
Y	19467388	19473904	-
Y	19474145	19474639	-
Y	19474251	19474649	-
Y	19474899	19480164	-
Y	19474904	19480168	-
Y	19480295	19480690	-
Y	19480295	19503031	-
Y	19480739	19481666	-
Y	19567483	19587209	+
Y	19567571	19587209	+
Y	19567952	19569384	+
Y	19567952	19587209	+
Y	19569460	19587209	+
Y	19587508	19588369	+
Y	19587508	19589520	+
Y	19588651	19589520	+
Y	19588651	19589526	+
Y	19589613	19590082	+
Y	19589613	19591779	+
Y	19589613	19591919	+
Y	19589613	19593398	+
Y	19590424	19591779	+
Y	19590773	19591779	+
Y	19591960	19593398	+
Y	19592815	19593398	+
Y	19593594	19596014	+
Y	19596135	19597590	+
Y	19597666	19598551	+
Y	19597666	19599738	+
Y	19598640	19599738	+
Y	19599832	19602215	+
Y	19602312	19603796	+
Y	19706346	19706440	-
Y	19706641	19706793	-
Y	19706864	19707146	-
Y	19707747	19707933	-
Y	19708072	19708243	-
Y	19708072	19708321	-
Y	19708424	19708874	-
Y	19709014	19709450	-
Y	19709810	19710375	-
Y	19710261	19710375	-
Y	19710473	19715351	-
Y	19710473	19715583	-
Y	19715500	19715614	-
Y	19715740	19715822	-
Y	19716005	19716278	-
Y	19716112	19716278	-
Y	19716474	19716595	-
Y	19716716	19720871	-
Y	19721035	19721129	-
Y	19721312	19723340	-
Y	19721312	19731771	-
Y	19723434	19731771	-
Y	19731931	19732045	-
Y	19732166	19732583	-
Y	19732743	19735351	-
Y	19735498	19735620	-
Y	19735751	19739527	-
Y	19735751	19741317	-
Y	19739663	19741317	-
Y	19739663	19741734	-
Y	19741489	19741734	-
Y	19741489	19743161	-
Y	19741858	19743161	-
Y	19743240	19744384	-
Y	19744554	19744670	-
Y	19986705	19987064	-
Y	20001700	20005739	-
Y	20005829	20012085	-
Y	20390111	20395507	+
Y	20396020	20396270	+
Y	20465823	20466427	-
Y	20466668	20468188	-
Y	20468249	20469871	-
Y	20469982	20507351	-
Y	20507457	20518270	-
Y	20575888	20579607	+
Y	20579692	20582589	+
Y	20582694	20584473	+
Y	20582694	20588023	+
Y	20584525	20588023	+
Y	20588106	20589483	+
Y	20589576	20592340	+
Y	20727498	20729400	+
Y	20729532	20729922	+
Y	20730071	20730768	+
Y	20730833	20730941	+
Y	20731041	20734082	+
Y	20734151	20740899	+
Y	20740974	20741310	+
Y	20741436	20742827	+
Y	20756167	20756777	+
Y	20756856	20759867	+
Y	20760049	20761283	+
Y	20761382	20768804	+
Y	20768977	20779508	+
Y	20779667	20780930	+
Y	20809466	20811318	-
Y	21039045	21042268	-
Y	21042370	21044598	-
Y	21311377	21311821	+
Y	21312001	21314177	+
Y	21314296	21314606	+
Y	21314638	21316633	+
Y	21316749	21317615	+
Y	21317727	21317807	+
Y	21317897	21318319	+
Y	21318498	21318773	+
Y	21383281	21383431	-
Y	21383797	21383912	-
Y	21383970	21386231	-
Y	21395292	21395699	-
Y	21395789	21395870	-
Y	21395982	21396345	-
Y	21395982	21400922	-
Y	21396457	21397337	-
Y	21397453	21400922	-
Y	21401027	21401476	-
Y	21430998	21431405	-
Y	21431495	21431586	-
Y	21431698	21432583	-
Y	21432699	21434690	-
Y	21434844	21437067	-
Y	21465501	21465728	-
Y	21465812	21466843	-
Y	21468632	21469240	+
Y	21469319	21469446	+
Y	21469559	21469657	+
Y	21469804	21469911	+
Y	21469994	21470660	+
Y	21493697	21495609	+
Y	21495763	21497772	+
Y	21497888	21498842	+
Y	21498954	21499394	+
Y	21499506	21499939	+
Y	21500051	21500483	+
Y	21500595	21500971	+
Y	21501083	21501169	+
Y	21501259	21501669	+
Y	21508347	21508463	-
Y	21508610	21508695	-
Y	21508760	21509022	-
Y	21509089	21510077	-
Y	21511486	21513346	+
Y	21513460	21513933	+
Y	21514038	21517056	+
Y	21514038	21519149	+
Y	21514038	21540597	+
Y	21517235	21519149	+
Y	21519303	21521312	+
Y	21521428	21522382	+
Y	21522494	21522934	+
Y	21523046	21523479	+
Y	21523591	21524511	+
Y	21523591	21524709	+
Y	21524623	21524709	+
Y	21524799	21525209	+
Y	21524799	21548749	+
Y	21531887	21532003	-
Y	21532150	21532235	-
Y	21532300	21532562	-
Y	21532629	21533614	-
Y	21535027	21536887	+
Y	21537001	21537474	+
Y	21537579	21540597	+
Y	21537579	21542690	+
Y	21540776	21542690	+
Y	21542844	21544853	+
Y	21544969	21545923	+
